,yes24_rank,제목,yes24_writer,yes24_company,yes24_date,yes24_price,yes24_star_content,yes24_star_edit,yes24_gener,sm_gener,time_stamp
1773,5,     Verilog HDL   Verilog HDL을 이용한 디지털 시스템 설계  개정판    Verilog HDL을 이용한 디지털 시스템 설계                               ,이승은,광문각,2022-04-01,23000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1774,6,     암또의 임상노트 Vol 2   신규 간호사를 위한 임상 간호 실무 TIP                               ,암또,포널스,2022-03-01,22400,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1775,7,     통계학개론                               ,이기재박서영이긍희장영재,한국방송통신대학교출판문화원,2022-02-01,11000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1776,8,     New The 바른 터키어 STEP  1                               ,전고운,ECK북스,2022-01-01,15000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1777,9,     The 바른 태국어 첫걸음                               ,이정윤,ECK북스,2021-12-01,15000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1778,10,     에센스 식품공학                               ,변유량고상훈민세철이동언정명수조형용최미정최영진한재준공,지구문화사,2021-11-01,33000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1779,11,     반도체 제조기술의 이해  2판                                ,곽노열배병욱오경택윤태균이성희임정훈정용우,한올출판사,2021-08-01,59800,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1780,12,     산업안전보건관리자를 위한 인간공학  4판                                ,기도형박재희이경태,도서출판한경사,2021-07-01,37000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1781,13,     인벤터 50시간 완성  모델링편    NCS 3D형상모델링작업  2010 2022버전                               ,신동진,피앤피북,2021-07-01,8900,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1782,14,     프셉마음 감염환자간호편   신규간호사를 위한 진짜 실무팁                               ,남소희허연정황정아공,드림널스,2020-03-01,23200,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1783,15,     성인을 위한 PEERS 사회기술훈련                               ,ElizabethALaugeson저유희정김주현등역,시그마프레스,2021-07-01,25200,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1784,16,     따라 하면서 배우는 사물인터넷   아두이노와 Node RED로 IoT 실습하기                               ,양재삼,한빛아카데미,2020-12-01,28000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1785,17,     처음 만나는 전자기학                               ,곽동주,한빛아카데미,2020-12-01,23000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1786,18,     자료구조                               ,강태원정광식공,한국방송통신대학교출판문화원,2017-08-01,8000,5,5,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1787,19,     산업안전지도사  제3과목   기업진단 지도    최근 6년간 기출문제 지문을 이론으로 구성한                               ,우슬초,이페이지,2020-09-01,4000,5,4,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1788,20,     공업수학의 기초  6판    11  푸리에 급수                               ,정길수신승식최승희,복두출판사,2020-06-01,2100,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1789,21,     생애발달 2  제7판    청소년기에서 노년까지                               ,LauraEBerk저김민희김연수김지연노수림맹세호이승진이정윤공역,시그마프레스,2020-03-01,16100,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1790,22,     생활과 건강                               ,정성희박영숙공,한국방송통신대학교출판문화원,2020-02-01,13000,5,5,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1791,23,     암또의 임상노트   신규 간호사를 위한 임상 간호 실무 TIP                               ,암또,포널스,2019-10-01,17500,5,5,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1792,24,     고급호텔중국요리                               ,여경옥,백산출판사,2018-08-01,35000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1793,25,     NCS 조직이해능력                               ,김진규,한올출판사,2018-06-01,15800,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1794,26,     바이오펄과 함께하는 생명정보학                               ,김영창,충북대학교출판부,2018-08-01,20000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1795,27,     국어학개론                               ,이익섭고성환,한국방송통신대학교출판문화원,2018-08-01,8000,3,3,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1796,28,     K IFRS 연결재무제표 작성실무   I CON과 Pro CF를 활용한                               ,김태식,와이북스,2018-05-01,40000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1797,29,     토요타 생산방식  이론에서 실무까지    이론에서 실무까지                               ,송한식역,한경사,2015-10-01,18400,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1798,30,     푸드마케팅                               ,황조혜김선아공,한국방송통신대학교출판문화원,2018-02-01,13000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1799,31,     자원식물학                               ,류수노이봉호이병윤공,한국방송통신대학교출판문화원,2018-02-01,23000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1800,32,     경영학원론  제10판                                ,임효창양동훈조영복역,시그마프레스,2018-01-01,24500,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1801,33,     플라톤의 파르메니데스 편 연구   고대 그리스의 논증사 맥락에서                               ,김귀룡,충북대학교출판부,2017-09-01,20000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1802,34,     에리히 프롬의  소유냐 존재냐  읽기                               ,박찬국,세창미디어,2016-11-01,4550,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1803,35,     원홍장과 심청전                               ,박혜범,도서출판박이정,2016-11-01,12000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1804,36,     한국출판의 이해                               ,강희일,다산출판사,2016-12-01,20800,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1805,37,     바이오센서의 신전개                               ,천병수유종수마사키다까키민제호공,유한문화사,2016-12-01,16000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1806,38,     비언어성 학습장애  아스퍼거 증후군  개정판                                ,신석호,시그마프레스,2016-06-01,8400,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1807,39,     더 드럼북 The Drum Book                               ,이승묵,이담북스이담Books,2016-06-01,6000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1808,40,     반도체공정장비 개론                               ,임준우홍상훈허영헌임승하성홍석김덕영,복두출판사,2013-10-01,13000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1809,41,     생애발달 2  제7판    청소년기에서 노년까지                               ,LauraEBerk저김민희김연수김지연노수림맹세호이승진이정윤공역,시그마프레스,2020-03-01,16100,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1810,42,     생활과 건강                               ,정성희박영숙공,한국방송통신대학교출판문화원,2020-02-01,13000,5,5,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1811,43,     암또의 임상노트   신규 간호사를 위한 임상 간호 실무 TIP                               ,암또,포널스,2019-10-01,17500,5,5,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1812,44,     고급호텔중국요리                               ,여경옥,백산출판사,2018-08-01,35000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1813,45,     NCS 조직이해능력                               ,김진규,한올출판사,2018-06-01,15800,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1814,46,     바이오펄과 함께하는 생명정보학                               ,김영창,충북대학교출판부,2018-08-01,20000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1815,47,     국어학개론                               ,이익섭고성환,한국방송통신대학교출판문화원,2018-08-01,8000,3,3,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1816,48,     K IFRS 연결재무제표 작성실무   I CON과 Pro CF를 활용한                               ,김태식,와이북스,2018-05-01,40000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1817,49,     토요타 생산방식  이론에서 실무까지    이론에서 실무까지                               ,송한식역,한경사,2015-10-01,18400,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1818,50,     푸드마케팅                               ,황조혜김선아공,한국방송통신대학교출판문화원,2018-02-01,13000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1819,51,     자원식물학                               ,류수노이봉호이병윤공,한국방송통신대학교출판문화원,2018-02-01,23000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1820,52,     경영학원론  제10판                                ,임효창양동훈조영복역,시그마프레스,2018-01-01,24500,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1821,53,     플라톤의 파르메니데스 편 연구   고대 그리스의 논증사 맥락에서                               ,김귀룡,충북대학교출판부,2017-09-01,20000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1822,54,     에리히 프롬의  소유냐 존재냐  읽기                               ,박찬국,세창미디어,2016-11-01,4550,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1823,55,     원홍장과 심청전                               ,박혜범,도서출판박이정,2016-11-01,12000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1824,56,     한국출판의 이해                               ,강희일,다산출판사,2016-12-01,20800,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1825,57,     바이오센서의 신전개                               ,천병수유종수마사키다까키민제호공,유한문화사,2016-12-01,16000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1826,58,     비언어성 학습장애  아스퍼거 증후군  개정판                                ,신석호,시그마프레스,2016-06-01,8400,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1827,59,     더 드럼북 The Drum Book                               ,이승묵,이담북스이담Books,2016-06-01,6000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1828,60,     반도체공정장비 개론                               ,임준우홍상훈허영헌임승하성홍석김덕영,복두출판사,2013-10-01,13000,0,0,대학교재,강의지원도서,2023-02-23 14:09:08.536342
1829,1,     원페이지 교육학 기본서  제6판                                ,Dave,도서출판새벽노을,2022-04-01,34800,4,4,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1830,2,     2023 에듀윌 공인중개사 심정욱 합격서 민법 및 민사특별법                               ,심정욱편,에듀윌,2023-02-01,12960,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1831,3,     2023 에듀윌 공인중개사 오시훈 키워드 암기장 부동산공법                               ,오시훈,에듀윌,2023-02-01,12150,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1832,4,     2023 EBS 독학사 1단계  기출문제집   국어 국사  영어  현대사회와윤리  사회학개론  문학개론  경영학개론                               ,독학사교재연구회편,신지원,2023-01-01,17000,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1833,5,     2023 A  독학사 1단계 교양과정 5개년 기출문제집   국어 국사 영어 현대사회와 윤리 사회학개론 심리학개론                               ,독학학위연구소편,시대고시기획시대교육,2023-01-01,16100,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1834,6,     드론 지도조종자 교관과정 핵심정리 및 기출유형문제                               ,홍석길,유페이퍼,2023-01-01,9500,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1835,7,     해커스공무원 영어 고득점 문법 777제                               ,해커스공무원시험연구소편,해커스공무원,2022-07-01,18400,5,5,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1836,8,     원페이지 교육학 빈칸노트  제6판                                ,Dave,도서출판새벽노을,2022-04-01,17000,5,5,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1837,9,     솔리드웍스 50시간 완성  모델링편                                ,신동진,피앤피북,2022-03-01,8900,5,5,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1838,10,     2023 에듀윌 공인중개사 신대운 쉬운 민법체계도                               ,신대운편,에듀윌,2023-02-01,12960,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1839,11,     2023 에듀윌 공인중개사 부동산세법 비교정리체계도                               ,신성룡편,에듀윌,2023-02-01,12960,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1840,12,     2023 최신판 All New 코레일 한국철도공사 NCS 기출복원 고난도 모의고사 20회 무료코레일특강                               ,NCS직무능력연구소편,시대고시기획시대교육,2023-03-01,16800,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1841,13,     2023 에듀윌 공인중개사 단단 2차 부동산세법   이론 기출문제                               ,한영규편,에듀윌,2023-02-01,25920,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1842,14,     2023 에듀윌 공인중개사 단단 2차 부동산공시법   이론 기출문제                               ,김민석편,에듀윌,2023-02-01,25920,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1843,15,     2023 에듀윌 공인중개사 단단 2차 부동산공법   이론 기출문제                               ,오시훈편,에듀윌,2023-02-01,27540,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1844,16,     2023 에듀윌 공인중개사 단단 2차 중개사법령   이론 기출문제                               ,임선정편,에듀윌,2023-02-01,27540,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1845,17,     2023 에듀윌 공인중개사 단단 1차 민법 및 민사특별법   이론 기출문제                               ,심정욱편,에듀윌,2023-02-01,27540,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1846,18,     2023 에듀윌 공인중개사 단단 1차 부동산학개론   이론 기출문제                               ,이영방편,에듀윌,2023-02-01,27540,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1847,19,     2023 에듀윌 산업안전기사 실기 한권끝장                               ,최창률편,에듀윌,2023-02-01,32400,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1848,20,     2023 Win Q 화학분석기사 필기 단기합격                               ,박지은편,시대고시기획시대교육,2023-03-01,21700,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1849,21,     2023 에듀윌 공인중개사 이영방 합격서 부동산학개론                               ,이영방편,에듀윌,2023-02-01,12960,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1850,22,     2023 에듀윌 공인중개사 임선정 합격서 공인중개사법령 및 중개실무                               ,임선정,에듀윌,2023-02-01,12150,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1851,23,     2023 에듀윌 공인중개사 김민석 합격서 부동산공시법                               ,김민석편,에듀윌,2023-02-01,12150,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1852,24,     2023 에듀윌 공인중개사 한영규 합격서 부동산세법                               ,한영규편,에듀윌,2023-02-01,11340,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1853,25,     2023 2월호 에듀윌 시사상식   공기업  언론사  금융권  대기업 취업상식 대비                               ,에듀윌상식연구소,에듀윌,2023-02-01,8100,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1854,26,     2023 최신판 All New 기출이 답이다 NCS 지역농협 6급 직무능력평가 무료NCS특강                               ,SD적성검사연구소편,시대고시기획시대교육,2023-03-01,14000,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1855,27,     2023 Win Q 인간공학기사 필기 단기합격                               ,김훈편,시대고시기획시대교육,2023-02-01,18900,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1856,28,     2023 에듀윌 전기기사 필기 전기설비기술기준 기본서 유형별 N제                               ,에듀윌전기수험연구소편,에듀윌,2023-01-01,25110,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1857,29,     드론 조종자 핵심정리 및 기출유형문제                               ,홍석길,유페이퍼,2023-01-01,9800,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1858,30,     최신시사상식 219집   언론사 공공 기관 금융권 기업체 상식 시험  취업면접 및 대입논술시험 대비                               ,박문각시사상식편집부편,박문각,2023-01-01,7000,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1859,31,     2023 에듀윌 건축기사 필기 한권끝장  이론편 기출문제편    건축계획  건축관계법규  건축시공  건축구조  건축설비                               ,김강섭송성길최하진편,에듀윌,2023-01-01,36450,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1860,32,     2023 에듀윌 공인중개사 쉬운민법                               ,신대운편,에듀윌,2023-01-01,34830,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1861,33,     2023년 제34회 대비 공인중개사 부동산공시법 및 세법  핵심정리                                ,반달문,반달문,2023-01-01,7000,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1862,34,     2023 SD에듀 경비지도사 2차 10개년 기출문제해설  일반경비                                ,EBS경비지도사교수진편,시대고시기획시대교육,2023-02-01,18900,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1863,35,     2023 위험물기능장 실기                               ,이덕수,시대고시기획시대교육,2023-03-01,25900,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1864,36,     2023 제과제빵기능사 필기 한권으로 끝내기                               ,권영회강민호편,시대고시기획시대교육,2023-02-01,14000,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1865,37,     2023 최신판 피듈형 NCS 집중학습 FINAL 실전 봉투모의고사 7회분 무료NCS특강                               ,NCS직무능력연구소편,시대고시기획시대교육,2023-03-01,11200,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1866,38,     2023 해양경찰 해사법규 기출문제집 700제                               ,김진편,서울고시각,2023-01-01,20300,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1867,39,     2023 에듀윌 공기업 NCS 통합기본서   PSAT형 모듈형 실전모의고사                               ,에듀윌취업연구소길자은공,에듀윌,2022-01-01,24300,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1868,40,     2023년 제34회 대비 공인중개사 민법 및 민사특별법  핵심정리                                ,반달문,반달문,2023-01-01,7000,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1869,41,     2023년 제34회 대비 공인중개사 부동산학개론  단원별 문제집                                ,반달문,반달문,2023-01-01,7000,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1870,42,     2023 에듀윌 취업 언론사 기출 최신 일반상식                               ,에듀윌상식연구소,에듀윌,2022-12-01,21600,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1871,43,     2023 최신판 PSAT형 NCS 수문끝 자료해석 실전 400제   PSAT형 빈출부터 고난도까지 완벽 대비                                ,에듀윌취업연구소편,에듀윌,2022-12-01,24300,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1872,44,     2023 유통관리사 2급 단기완성                               ,안영일유통관리연구소편,시대고시기획시대교육,2023-01-01,17500,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1873,45,     2023 에듀윌 매경 TEST 2주끝장   모의고사 5회분                               ,신경수전표훈편,에듀윌,2022-12-01,25110,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1874,46,     2023 답만보는 굴착기 굴삭기 운전기능사 필기                               ,김은남명하영,에듀윌,2022-12-01,11750,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1875,47,     2023 에듀윌 소방공무원 기본서 소방학개론                               ,이중희편,에듀윌,2022-12-01,25920,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1876,48,     에듀윌 공무원 영어 매일 3문 독해 4주 완성   공무원 영어 독해 단기 완성                               ,성정혜편,에듀윌,2022-12-01,20250,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1877,49,     2023 밀리더스 특전사 면접 최종 합격 완벽 대비   지원동기 성장환경 기출문제  1시험장                                ,밀리더스장교부사관연구소,밀리더스장교부사관연구소,2022-12-01,15010,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1878,50,     법학적성시험 문제 해설  LEET 언어이해  2023학년도                                ,법학전문대학원협의회편,에피스테메,2022-12-01,5850,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1879,51,     법학적성시험 문제 해설  LEET 언어이해    2018 2013학년도                                ,법학전문대학원협의회편,에피스테메,2022-12-01,13950,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1880,52,     법학적성시험 문제 해설  LEET 추리논증  2023학년도                                ,법학전문대학원협의회편,에피스테메,2022-12-01,5850,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1881,53,     법학적성시험 문제 해설  LEET 추리논증    2018 2013학년도                                ,법학전문대학원협의회편,에피스테메,2022-12-01,13950,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1882,54,     2023 밀리더스 특전사 부사관 실전모의고사 필기 문제집 최신판                                ,밀리더스장교부사관연구소,밀리더스장교부사관연구소,2022-12-01,29010,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1883,55,     2023 광주광역시교육청 교육공무직원 국어 일반상식  한권으로 끝내기                               ,SD적성검사연구소,시대고시기획시대교육,2023-01-01,18900,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1884,56,     2023 Win Q 대기환경기사 산업기사 필기 단기합격   2022년 최근 기출 복원 문제 수록  빨리보는 간단한 키워드 수록                               ,문진영편,시대고시기획시대교육,2023-01-01,22400,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1885,57,     3급 소방안전관리자 문제은행                               ,김종육,유페이퍼,2022-11-01,3000,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1886,58,     2023 간호조무사 10일 합격 총정리                               ,간호조무사수험기획실편,시대고시기획시대교육,2023-01-01,13300,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1887,59,     2023 hoa 합격으로 가는 최단코스 재경관리사 한권으로 끝내기   도표를 활용한 핵심이론 완벽 정리   적중률 높은 단원별 예상문제 수록   기출문제 4회   모의고사 3회 제공                               ,김경태편,시대고시기획시대교육,2023-01-01,23100,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1888,60,     2023 초격차 소방설비기사 산업기사 필기전기 퀵마스터                               ,황모아모성은박선종오도희이동민이지원박정호오민정이승화,주모아팩토리,2022-11-01,9720,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1889,61,     2023 ROTC 학사장교 KIDA 간부선발도구 고득점 단기완성   ROTC 학사장교 선발 시험대비 최신 경향 반영  AI 면접 무료쿠폰 제공                               ,SD장교수험기획실,시대고시기획시대교육,2023-01-01,16800,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1890,62,     2023 에듀윌 대기환경기사 실기 2주끝장                               ,이찬범편,에듀윌,2022-11-01,23490,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1891,63,     2023 펀드투자권유자문인력 실제유형 모의고사 4회분   특별부록 PASSCODE                               ,유창호강성국편,시대고시기획시대교육,2023-01-01,14700,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1892,64,     더빅스쿨 공기업 금융권 IT 디지털 전산학 스파르타300제 10일 단기완성 2023   공사 공단 은행 전공필기 대비                               ,더빅스쿨인적성연구소,더빅스쿨,2023-01-01,14400,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1893,65,     전기는 보인다                               ,김인형,성안당,2022-11-01,33600,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1894,66,     2023 국가정보원 NIAT 실전연습                               ,SD공무원시험연구소편,시대고시기획시대교육,2023-02-01,19600,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1895,67,     항공무선통신사 영어 기출 문제 정리해설                               ,자율,유페이퍼,2022-10-01,5800,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1896,68,     2023 소방시설관리사 1차                               ,이덕수김성곤편,시대고시기획시대교육,2023-01-01,38500,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1897,69,     2022 특전사 면접   면접관의 합격 기술                               ,밀리더스장교부사관연구소,밀리더스장교부사관연구소,2022-01-01,15010,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1898,70,     2022 특전사 자기소개서   완벽 분석 합격 샘플                               ,밀리더스장교부사관연구소,밀리더스장교부사관연구소,2022-01-01,15010,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1899,71,     에듀윌 토익 베이직 READING RC   토익 리딩 입문서   토익 리딩 입문서                               ,에듀윌어학연구소편,에듀윌,2022-10-01,11340,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1900,72,     EBS 고졸 검정고시 기출문제집 2023  2018 2022 기출문제 수록   2018 2022 기출문제 수록  검정고시 합격을 위한 최적의 교재                                ,EBS검정고시집필진편,신지원,2023-01-01,19600,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1901,73,     EBS 고졸 검정고시 도덕 2023  검정고시 합격을 위한 최적의 교재                                ,정병욱편,신지원,2023-01-01,14000,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1902,74,     EBS 고졸 검정고시 사회 2023  검정고시 합격을 위한 최적의 교재                                ,이성환편,신지원,2023-01-01,14000,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1903,75,     EBS 고졸 검정고시 영어 2023  검정고시 합격을 위한 최적의 교재                                ,엄석호편,신지원,2023-01-01,15400,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1904,76,     EBS 고졸 검정고시 한국사 2023  검정고시 합격을 위한 최적의 교재                                ,이금수편,신지원,2023-01-01,14000,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1905,77,     2023 유튜브 무료 동영상이 있는 Win Q 환경기능사 필기 실기 단기합격                               ,김민편,시대고시기획시대교육,2023-01-01,17500,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1906,78,     2023 행정사 1차시험 10개년 기출문제해설   행정사 1차시험 대비                               ,시대법학연구소편,시대고시기획시대교육,2023-01-01,21000,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1907,79,     항공무선통신사 전파법규 기출문제 정리 해설                               ,자율,유페이퍼,2022-09-01,9800,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1908,80,     2023 SD에듀 직업상담사 2급 한권으로 끝내기 무료강의 기출                                ,이용석직업상담연구소편,시대고시기획시대교육,2023-01-01,23800,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1909,81,     2023 에듀윌 공인중개사 이영방 합격서 부동산학개론                               ,이영방편,에듀윌,2023-02-01,12960,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1910,82,     2023 에듀윌 공인중개사 임선정 합격서 공인중개사법령 및 중개실무                               ,임선정,에듀윌,2023-02-01,12150,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1911,83,     2023 에듀윌 공인중개사 김민석 합격서 부동산공시법                               ,김민석편,에듀윌,2023-02-01,12150,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1912,84,     2023 에듀윌 공인중개사 한영규 합격서 부동산세법                               ,한영규편,에듀윌,2023-02-01,11340,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1913,85,     2023 2월호 에듀윌 시사상식   공기업  언론사  금융권  대기업 취업상식 대비                               ,에듀윌상식연구소,에듀윌,2023-02-01,8100,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
1914,86,     2023 최신판 All New 기출이 답이다 NCS 지역농협 6급 직무능력평가 무료NCS특강                               ,SD적성검사연구소편,시대고시기획시대교육,2023-03-01,14000,0,0,수험서 자격증,강의지원도서,2023-02-23 14:09:08.536342
