aladin_rank,subject,aladin_writer,aladin_publisher,aladin_date,aladin_price,aladin_review,aladin_genre,sm_genre,present_date
  23    ,지금 이 순간을 살아라,"에크하르트 톨레 (지은이), 노혜숙, 유영일 (옮긴이) ", 양문 ,2014-05-01,7500,4.5,자기계발,에세이/산문,2023-02-24
  24    ,데일리 필로소피,"라이언 홀리데이, 스티븐 핸슬먼 (지은이), 장원철 (옮긴이) ", 다산초당 ,2021-12-01,12600,4.5,자기계발,에세이/산문,2023-02-24
  25    ,그릿(50만부 판매 기념 리커버 골드에디션),"앤절라 더크워스 (지은이), 김미정 (옮긴이) ", 비즈니스북스 ,2019-02-01,12600,4.5,자기계발,에세이/산문,2023-02-24
  26    ,가진 돈은 몽땅 써라,"호리에 다카후미 (지은이), 윤지나 (옮긴이) ", 쌤앤파커스 ,2022-06-01,9800,4.0,자기계발,에세이/산문,2023-02-24
  27    ,사람을 얻는 지혜 (스페인어 원전 완역본),"발타자르 그라시안 (지은이), 김유경 (옮긴이) ", 현대지성 ,2022-10-01,6900,5.0,자기계발,에세이/산문,2023-02-24
  28    ,합리적 남자,"롤로 토마시 (지은이), 임현진 (옮긴이) ", 아니마 ,2020-02-01,7800,4.5,자기계발,에세이/산문,2023-02-24
  29    ,설득의 심리학 (개정판),"로버트 치알디니 (지은이), 황혜숙 (옮긴이) ", 21세기북스 ,2013-08-01,12800,4.5,자기계발,에세이/산문,2023-02-24
  30    ,당신의 뇌는 최적화를 원한다,"가바사와 시온 (지은이), 오시연 (옮긴이) ", 쌤앤파커스 ,2019-02-01,10500,4.0,자기계발,에세이/산문,2023-02-24
  31    ,화이트 스페이스,"줄리엣 펀트 (지은이), 안기순 (옮긴이) ", 알키 ,2023-02-01,13680,5.0,자기계발,에세이/산문,2023-02-24
  32    ,데일 카네기 자기관리론,데일 카네기 (지은이) , 현대지성 ,2021-01-01,5500,4.5,자기계발,에세이/산문,2023-02-24
  33    ,웰씽킹,켈리 최 (지은이) , 다산북스 ,2021-11-01,11200,4.5,자기계발,에세이/산문,2023-02-24
  34    ,회복탄력성 (리커버),김주환 (지은이) , 위즈덤하우스 ,2019-04-01,10360,5.0,자기계발,에세이/산문,2023-02-24
  35    ,나는 왜 혼자가 편할까?,"오카다 다카시 (지은이), 김해용 (옮긴이) ", 동양북스(동양문고) ,2022-02-01,10000,4.5,자기계발,에세이/산문,2023-02-24
  36    ,"우리, 편하게 말해요",이금희 (지은이) , 웅진지식하우스 ,2022-10-01,10800,4.5,자기계발,에세이/산문,2023-02-24
  37    ,생각이 너무 많은 서른 살에게,김은주 (지은이) , 메이븐 ,2021-06-01,11000,4.0,자기계발,에세이/산문,2023-02-24
  38    ,지무비의 유튜브 엑시트,지무비(나현갑) (지은이) , 21세기북스 ,2023-02-01,15840,5.0,자기계발,에세이/산문,2023-02-24
  39    ,삶을 바꾸는 질문의 기술,"엘커 비스 (지은이), 유동익, 강재형 (옮긴이) ", 동양북스(동양문고) ,2023-02-01,11000,5.0,자기계발,에세이/산문,2023-02-24
  40    ,10배의 법칙,"그랜트 카돈 (지은이), 최은아 (옮긴이) ", 부키 ,2022-04-01,12000,4.5,자기계발,에세이/산문,2023-02-24
  41    ,비상식적 성공 법칙,"간다 마사노리 (지은이), 서승범 (옮긴이) ", 생각지도 ,2022-06-01,13000,4.5,자기계발,에세이/산문,2023-02-24
  42    ,감정은 습관이다,박용철 (지은이) , 유노책주 ,2023-01-01,13000,5.0,자기계발,에세이/산문,2023-02-24
  43    ,일 잘하는 디자이너,"시부야 료이치(파치파치 디자인) (지은이), 안동현 (옮긴이) ", 이지스퍼블리싱 ,2023-02-01,11000,5.0,자기계발,에세이/산문,2023-02-24
  44    ,[세트] 현대지성 클래식 오디오북 (총10권),"발타자르 그라시안 (지은이), 김유경 (옮긴이), 박상훈 (낭독) ", 현대지성 ,2023-02-01,65900,0.0,자기계발,에세이/산문,2023-02-24
  45    ,나는 무조건 합격하는 공부만 한다,이윤규 (지은이) , 비즈니스북스 ,2019-12-01,10500,4.0,자기계발,에세이/산문,2023-02-24
  46    ,무기가 되는 스토리 : 브랜드 전쟁에서 살아남는 7가지 문장 공식,"도널드 밀러 (지은이), 이지연 (옮긴이) ", 윌북 ,2018-09-01,10360,4.5,자기계발,에세이/산문,2023-02-24
  47    ,내가 알고 있는 걸 당신도 알게 된다면 (리커버 에디션),"칼 필레머 (지은이), 박여진 (옮긴이) ", 토네이도 ,2022-08-01,13600,5.0,자기계발,에세이/산문,2023-02-24
  48    ,신경 끄기 연습,"나이토 요시히토 (지은이), 김한나 (옮긴이) ", 유노책주 ,2023-01-01,12000,5.0,자기계발,에세이/산문,2023-02-24
  49    ,"눈치껏 못 배웁니다, 일센스",공여사들 (지은이) , 21세기북스 ,2021-05-01,12800,5.0,자기계발,에세이/산문,2023-02-24
  50    ,이 진리가 당신에게 닿기를,"돈 미겔 루이스, 돈 호세 루이스, 재닛 밀스 (지은이) ", 페이지2(page2) ,2022-12-01,11000,4.5,자기계발,에세이/산문,2023-02-24
  51    ,콰이어트 모닝,추현호 (지은이) , 클레이하우스 ,2023-02-01,11500,5.0,자기계발,에세이/산문,2023-02-24
  52    ,타인의 마음,"김경일, 사피엔스 스튜디오 (지은이) ", 샘터사 ,2022-12-01,12600,5.0,자기계발,에세이/산문,2023-02-24
  53    ,조셉 머피 부의 초월자,"조셉 머피 (지은이), 조율리 (옮긴이) ", 다산북스 ,2022-10-01,15400,4.0,자기계발,에세이/산문,2023-02-24
  54    ,나는 무조건 한 번에 합격한다,이형재 (지은이) , 웅진지식하우스 ,2022-07-01,12000,5.0,자기계발,에세이/산문,2023-02-24
  55    ,무조건 팔리는 카피,"글렌 피셔 (지은이), 박지혜 (옮긴이) ", 동양북스(동양문고) ,2023-01-01,13000,5.0,자기계발,에세이/산문,2023-02-24
  56    ,말 잘한다는 소리를 들으면 소원이 없겠다,정흥수(흥버튼) (지은이) , 비즈니스북스 ,2022-06-01,11200,5.0,자기계발,에세이/산문,2023-02-24
  57    ,무라카미 하루키 명언 30,무라카미 하루키 (지은이) , GOT(group of text) ,2023-02-01,2000,0.0,자기계발,에세이/산문,2023-02-24
  58    ,사람을 얻는 지혜,"발타자르 그라시안 (지은이), 임정재 (옮긴이) ", 타커스(끌레마) ,2016-03-01,7590,5.0,자기계발,에세이/산문,2023-02-24
  59    ,멘탈을 바꿔야 인생이 바뀐다,박세니 (지은이) , 마인드셋 ,2022-05-01,11000,4.0,자기계발,에세이/산문,2023-02-24
  60    ,나는 4시간만 일한다,"팀 페리스 (지은이), 최원형, 윤춘송 (옮긴이) ", 다른상상 ,2017-10-01,10360,4.0,자기계발,에세이/산문,2023-02-24
  61    ,유혹의 기술,강미경 (옮긴이) , 웅진지식하우스 ,2014-10-01,14500,4.5,자기계발,에세이/산문,2023-02-24
  62    ,[요약발췌본] 하버드 100년 전통 말하기 수업,"이에스더 (옮긴이), 선호제 (낭독) ", 리드리드출판(한국능률협회) ,2020-07-01,6000,4.5,자기계발,에세이/산문,2023-02-24
  63    ,힘들어도 사람한테 너무 기대지 마세요,정우열 (지은이) , 동양북스(동양문고) ,2022-05-01,9450,5.0,자기계발,에세이/산문,2023-02-24
  64    ,더 시스템,"스콧 애덤스 (지은이), 김인수 (옮긴이) ", 베리북 ,2020-08-01,11200,4.0,자기계발,에세이/산문,2023-02-24
  65    ,밥 프록터 부의 확신,"밥 프록터 (지은이), 김문주 (옮긴이) ", 비즈니스북스 ,2022-07-01,11200,5.0,자기계발,에세이/산문,2023-02-24
  66    ,네빌고다드의 부활,네빌 고다드 (지은이) , 서른세개의계단 ,2013-12-01,9500,4.5,자기계발,에세이/산문,2023-02-24
  67    ,찰리 멍거 바이블,"이건, 김재현 (지은이) ", 에프엔미디어 ,2022-12-01,17000,4.5,자기계발,에세이/산문,2023-02-24
  68    ,어른의 문해력,김선영 (지은이) , 블랙피쉬 ,2022-06-01,9800,4.5,자기계발,에세이/산문,2023-02-24
  69    ,시간을 선택하는 기술 블럭식스,정지하(룩말) (지은이) , 한즈미디어 ,2021-12-01,11900,5.0,자기계발,에세이/산문,2023-02-24
  70    ,"부자는 됐고, 적당히 벌고 적당히 잘사는 법","풍백(임다혜) (지은이), 화이트아울프로젝트 (옮긴이) ", 잇콘 ,2023-01-01,11200,5.0,자기계발,에세이/산문,2023-02-24
  71    ,어떻게 능력을 보여 줄것인가 : 당신의 가치를 빛나게 할 능력 어필의 기술,안인희 (옮긴이) , 갤리온 ,2018-09-01,10500,4.0,자기계발,에세이/산문,2023-02-24
  72    ,드론 지도조종자 교관과정 핵심정리 및 기출유형문제,홍석길 (지은이) , 유페이퍼 ,2023-01-01,9500,0.0,자기계발,에세이/산문,2023-02-24
  73    ,우리가 원하는 대로 살 수 있다면,"앤절라 아홀라 (지은이), 양소하 (옮긴이) ", 청림출판 ,2022-12-01,11900,4.5,자기계발,에세이/산문,2023-02-24
  74    ,큇 QUIT,"애니 듀크 (지은이), 고현석 (옮긴이) ", 세종(세종서적) ,2023-01-01,14700,5.0,자기계발,에세이/산문,2023-02-24
  75    ,아이디어가 팔리는 순간,"탬슨 웹스터 (지은이), 박세연 (옮긴이) ", 현대지성 ,2023-01-01,11000,5.0,자기계발,에세이/산문,2023-02-24
  76    ,최재천의 공부,"최재천, 안희경 (지은이) ", 김영사 ,2022-05-01,10400,4.5,자기계발,에세이/산문,2023-02-24
  77    ,기분이 태도가 되지 않게,"레몬심리 (지은이), 박영란 (옮긴이) ", 갤리온 ,2020-07-01,9800,3.0,자기계발,에세이/산문,2023-02-24
  78    ,The Secret 시크릿,"론다 번 (지은이), 김우열 (옮긴이) ", 살림Biz ,2012-10-01,9000,4.0,자기계발,에세이/산문,2023-02-24
  79    ,미라클 모닝,"할 엘로드 (지은이), 김현수 (옮긴이) ", 한빛비즈 ,2020-02-01,8400,4.0,자기계발,에세이/산문,2023-02-24
  80    ,더 해빙,"이서윤, 홍주연 (지은이) ", 수오서재 ,2021-11-01,12500,4.0,자기계발,에세이/산문,2023-02-24
  81    ,인간 본성의 법칙,"로버트 그린 (지은이), 이지연 (옮긴이) ", 위즈덤하우스 ,2019-08-01,22400,4.5,자기계발,에세이/산문,2023-02-24
  82    ,어른의 문답법,"제임스 린지, 피터 버고지언 (지은이), 홍한결 (옮긴이) ", 윌북 ,2021-10-01,11900,4.0,자기계발,에세이/산문,2023-02-24
  83    ,이유 없는 편안함,노랑검정 (지은이) , 레버리지 ,2020-02-01,12400,4.5,자기계발,에세이/산문,2023-02-24
  84    ,왓칭 WATCHING,김상운 (지은이) , 정신세계사 ,2016-01-01,9100,4.0,자기계발,에세이/산문,2023-02-24
  85    ,일 잘하는 사람은 단순하게 말합니다,박소연 (지은이) , 더퀘스트 ,2020-05-01,11550,5.0,자기계발,에세이/산문,2023-02-24
  86    ,말센스,"셀레스트 헤들리 (지은이), 김성환 (옮긴이) ", 스몰빅라이프 ,2019-02-01,10000,4.0,자기계발,에세이/산문,2023-02-24
  87    ,보도 섀퍼의 이기는 습관,"보도 섀퍼 (지은이), 박성원 (옮긴이) ", 토네이도 ,2022-04-01,13600,4.5,자기계발,에세이/산문,2023-02-24
  88    ,당신의 생각을 정리해드립니다,복주환 (지은이) , 비즈니스북스 ,2021-03-01,11200,5.0,자기계발,에세이/산문,2023-02-24
  89    ,에고라는 적,"라이언 홀리데이 (지은이), 이경식 (옮긴이) ", 흐름출판 ,2017-03-01,11840,4.0,자기계발,에세이/산문,2023-02-24
  90    ,리얼리티 트랜서핑.,"바딤 젤란드 (지은이), 박인수 (옮긴이) ", 정신세계사 ,2012-08-01,7700,4.5,자기계발,에세이/산문,2023-02-24
  91    ,"딥 워크 : 강렬한 몰입, 최고의 성과","칼 뉴포트 (지은이), 김태훈 (옮긴이) ", 민음사 ,2017-05-01,11900,4.5,자기계발,에세이/산문,2023-02-24
  92    ,사랑 수업,윤홍균 (지은이) , 심플라이프 ,2020-12-01,11500,4.5,자기계발,에세이/산문,2023-02-24
  93    ,모든 것이 되는 법 : 꿈이 너무 많은 당신을 위한 새로운 삶의 방식,김보미 (옮긴이) , 웅진지식하우스 ,2017-12-01,10360,4.5,자기계발,에세이/산문,2023-02-24
  94    ,말의 알고리즘,"김정호, 고은미 (지은이) ", 한밤의책 ,2022-06-01,11000,5.0,자기계발,에세이/산문,2023-02-24
  95    ,마이클 모부신 운과 실력의 성공 방정식,"마이클 J. 모부신 (지은이), 이건, 정채진, 박성진 (옮긴이), 신진오 (감수) ", 에프엔미디어 ,2019-10-01,12000,4.5,자기계발,에세이/산문,2023-02-24
  96    ,일론 머스크: 미래의 설계자,"애슐리 반스 (지은이), 안기순 (옮긴이) ", 김영사 ,2015-05-01,11250,4.5,자기계발,에세이/산문,2023-02-24
  97    ,임모틀맨 1 : 삶이란 꿈에서 깨어나다,네빌 고다드 (지은이) , 서른세개의계단 ,2017-12-01,9500,5.0,자기계발,에세이/산문,2023-02-24
  98    ,마음챙김,샤우나 샤피로 (지은이) , 안드로메디안 ,2021-01-01,11500,4.0,자기계발,에세이/산문,2023-02-24
  99    ,결혼은 신중하게 이혼은 신속하게,이지훈 (지은이) , 21세기북스 ,2021-03-01,13600,4.5,자기계발,에세이/산문,2023-02-24
  100    ,STOP! SMOKING : 스탑 스모킹,"알렌 카 (지은이), 심교준 (옮긴이) ", 한언출판사 ,2015-06-01,8900,4.5,자기계발,에세이/산문,2023-02-24
  1    ,세상에서 가장 쉬운 본질육아,지나영 (지은이) , 21세기북스 ,2022-09-01,15040,5.0,좋은 부모,가정/생활,2023-02-24
  2    ,초등입학 엄마의 비밀노트,지서영 (지은이) , 이페이지 ,2023-01-01,1000,5.0,좋은 부모,가정/생활,2023-02-24
  3    ,자발적 방관육아,최은아 (지은이) , 쌤앤파커스 ,2023-01-01,12000,5.0,좋은 부모,가정/생활,2023-02-24
  4    ,"어머니, 사교육을 줄이셔야 합니다",정승익 (지은이) , 메이트북스 ,2023-01-01,10200,5.0,좋은 부모,가정/생활,2023-02-24
  5    ,공부머리 독서법 : 실현 가능하고 지속 가능한 독서교육의 모든 것,최승필 (지은이) , 책구루 ,2018-07-01,12000,4.5,좋은 부모,가정/생활,2023-02-24
  6    ,베싸육아,박정은 (지은이) , 래디시 ,2023-02-01,15400,5.0,좋은 부모,가정/생활,2023-02-24
  7    ,어떻게 말해줘야 할까,"오은영 (지은이), 차상미 (그림) ", 김영사 ,2020-11-01,11070,5.0,좋은 부모,가정/생활,2023-02-24
  8    ,못 참는 아이 욱하는 부모,오은영 (지은이) , 코리아닷컴(Korea.com) ,2017-06-01,11800,5.0,좋은 부모,가정/생활,2023-02-24
  9    ,잘 자고 잘 먹는 아기의 시간표,정재호 (지은이) , 한빛라이프 ,2014-09-01,9900,5.0,좋은 부모,가정/생활,2023-02-24
  10    ,기분대로 아이를 키우지 않겠습니다,곽윤정 (지은이) , 포레스트북스 ,2022-11-01,10500,5.0,좋은 부모,가정/생활,2023-02-24
  11    ,우리 아이 기질 맞춤 양육 매뉴얼,정가은 (지은이) , 서사원 ,2022-11-01,16000,5.0,좋은 부모,가정/생활,2023-02-24
  12    ,난독의 시대,"박세당, 박세호 (지은이) ", 다산스마트에듀 ,2022-12-01,12600,4.5,좋은 부모,가정/생활,2023-02-24
  13    ,부모 인문학 수업,김종원 (지은이) , 청림Life ,2022-07-01,11200,5.0,좋은 부모,가정/생활,2023-02-24
  14    ,아들의 뇌,곽윤정 (지은이) , 포레스트북스 ,2021-10-01,10500,5.0,좋은 부모,가정/생활,2023-02-24
  15    ,0~5세 말걸기 육아의 힘,김수연 (지은이) , 위즈덤하우스 ,2020-09-01,12250,5.0,좋은 부모,가정/생활,2023-02-24
  16    ,엄마의 말 연습,윤지영 (지은이) , 카시오페아 ,2022-10-01,12250,5.0,좋은 부모,가정/생활,2023-02-24
  17    ,돌봄과 작업,"홍한별, 정서경, 서유미 (지은이) ", 돌고래 ,2022-12-01,12000,4.5,좋은 부모,가정/생활,2023-02-24
  18    ,영유아 몬테소리 육아대백과,"시모네 데이비스 (지은이), 조은경 (옮긴이), 히요코 이마이 (일러스트) ", 키출판사 ,2019-12-01,11200,5.0,좋은 부모,가정/생활,2023-02-24
  19    ,수학 잘하는 아이는 이렇게 공부합니다,류승재 (지은이) , 블루무스 ,2021-03-01,11760,4.5,좋은 부모,가정/생활,2023-02-24
  20    ,문해력 수업,전병규 (지은이) , 알에이치코리아(RHK) ,2021-09-01,11200,4.5,좋은 부모,가정/생활,2023-02-24
  21    ,내 아이를 위한 감정코칭,"조벽, 최성애, 존 가트맨 (지은이) ", 해냄출판사 ,2020-02-01,10800,4.5,좋은 부모,가정/생활,2023-02-24
  22    ,똑똑한 아이낳는 탈무드 태교 동화,글공작소 (엮은이) , 아름다운사람들 ,2013-02-01,6000,4.5,좋은 부모,가정/생활,2023-02-24
  23    ,예민한 아이 잘 키우는 법,최치현 (지은이) , 유노라이프 ,2021-10-01,12000,4.5,좋은 부모,가정/생활,2023-02-24
  24    ,최강의 육아,"트레이시 커크로 (지은이), 정세영 (옮긴이) ", 앵글북스 ,2018-07-01,11300,5.0,좋은 부모,가정/생활,2023-02-24
  25    ,아이의 진짜 마음도 모르고 혼내고 말았다,"모나 델라후크 (지은이), 서은경 (옮긴이) ", 웅진지식하우스 ,2022-08-01,12600,4.5,좋은 부모,가정/생활,2023-02-24
  26    ,5~10세 아들 육아는 책읽기가 전부다,박지현 (지은이) , 카시오페아 ,2022-09-01,12460,5.0,좋은 부모,가정/생활,2023-02-24
  27    ,천재가 될 수밖에 없었던 아이들의 드라마,"앨리스 밀러 (지은이), 노선정 (옮긴이) ", 양철북 ,2023-03-01,9800,4.5,좋은 부모,가정/생활,2023-02-24
  28    ,똑게육아,로리(김준희) (지은이) , 북로스트 ,2022-05-01,14940,5.0,좋은 부모,가정/생활,2023-02-24
  29    ,4~7세보다 중요한 시기는 없습니다,이임숙 (지은이) , 카시오페아 ,2021-08-01,11200,5.0,좋은 부모,가정/생활,2023-02-24
  30    ,프랑스 아이처럼,"파멜라 드러커맨 (지은이), 이주혜 (옮긴이) ", 북하이브(타임북스) ,2013-05-01,10000,4.5,좋은 부모,가정/생활,2023-02-24
  31    ,케이크를 자르지 못하는 아이들,"미야구치 코지 (지은이), 부윤아 (옮긴이), 박찬선 (감수) ", 인플루엔셜(주) ,2020-10-01,11000,4.5,좋은 부모,가정/생활,2023-02-24
  32    ,스카이 버스,분당강쌤 (지은이) , 다산에듀 ,2023-01-01,12600,5.0,좋은 부모,가정/생활,2023-02-24
  33    ,신의진의 아이심리백과 : 0~2세 편 (30만 부 기념 최신 증보판),신의진 (지은이) , 메이븐 ,2020-06-01,10000,5.0,좋은 부모,가정/생활,2023-02-24
  34    ,칼 비테의 자녀교육 불변의 법칙,"칼 비테 (지은이), 베스트트랜스 (옮긴이) ", MIREDU(미르에듀) ,2011-09-01,490,4.5,좋은 부모,가정/생활,2023-02-24
  35    ,임포스터,리사 손 (지은이) , 21세기북스 ,2022-01-01,14400,5.0,좋은 부모,가정/생활,2023-02-24
  36    ,우리 아이 괜찮아요 1 : 마음편,서천석 (지은이) , 예담Friend ,2014-11-01,6930,5.0,좋은 부모,가정/생활,2023-02-24
  37    ,메타인지 학습법,리사 손 (지은이) , 21세기북스 ,2019-07-01,14400,4.5,좋은 부모,가정/생활,2023-02-24
  38    ,당황하지 않고 웃으면서 아들 성교육 하는 법,손경이 (지은이) , 다산에듀 ,2018-03-01,9800,3.5,좋은 부모,가정/생활,2023-02-24
  39    ,0~5세 뇌가 쑥쑥 자라는 놀이 육아,이보연 (지은이) , 위즈덤하우스 ,2020-02-01,11200,5.0,좋은 부모,가정/생활,2023-02-24
  40    ,작은 변화에도 걱정이 많아지는 예비 엄마들에게,전종관 (지은이) , 시공사 ,2021-12-01,12600,5.0,좋은 부모,가정/생활,2023-02-24
  41    ,ADHD 우리 아이 어떻게 키워야 할까,신윤미 (지은이) , 웅진지식하우스 ,2022-09-01,12600,5.0,좋은 부모,가정/생활,2023-02-24
  42    ,신의진의 아이심리백과 : 3~4세 편 (30만 부 기념 최신 증보판),신의진 (지은이) , 메이븐 ,2020-06-01,10000,5.0,좋은 부모,가정/생활,2023-02-24
  43    ,하루 5분 아빠 목소리,"정홍 (지은이), 김승연 (그림) ", 예담Friend ,2014-01-01,11200,4.5,좋은 부모,가정/생활,2023-02-24
  44    ,베이비 몬테소리 육아대백과,"시모네 데이비스, 주니파 우조다이크 (지은이), 조은경 (옮긴이) ", 키출판사 ,2021-07-01,11900,5.0,좋은 부모,가정/생활,2023-02-24
  45    ,감각 통합 놀이,"석경아, 변미선, 강은선 (지은이) ", 소울하우스 ,2021-05-01,10500,5.0,좋은 부모,가정/생활,2023-02-24
  46    ,초등 자존감 수업,윤지영 (지은이) , 카시오페아 ,2019-10-01,10500,5.0,좋은 부모,가정/생활,2023-02-24
  47    ,완전학습 바이블,임작가 (지은이) , 다산에듀 ,2020-08-01,11900,4.5,좋은 부모,가정/생활,2023-02-24
  48    ,틀 밖에서 놀게 하라,김경희 (지은이) , 쌤앤파커스 ,2020-08-01,12460,4.5,좋은 부모,가정/생활,2023-02-24
  49    ,10대 놀라운 뇌 불안한 뇌 아픈 뇌,김붕년 (지은이) , (주)대성 ,2021-08-01,9400,5.0,좋은 부모,가정/생활,2023-02-24
  50    ,아이 마음에 상처 주지 않는 습관,이다랑(그로잉맘) (지은이) , 길벗 ,2019-05-01,10500,4.5,좋은 부모,가정/생활,2023-02-24
  51    ,세상에서 제일 좋은 아이중심 몬테소리,씬디티쳐 박명진 (지은이) , 슬로래빗 ,2021-02-01,12150,5.0,좋은 부모,가정/생활,2023-02-24
  52    ,영혼이 강한 아이로 키워라,조선미 (지은이) , 쌤앤파커스 ,2017-06-01,9800,5.0,좋은 부모,가정/생활,2023-02-24
  53    ,아이를 위한 하루 한 줄 인문학,김종원 (지은이) , 청림Life ,2018-12-01,10100,4.5,좋은 부모,가정/생활,2023-02-24
  54    ,내 아이의 말 습관,천영희 (지은이) , 웨일북 ,2022-12-01,12600,5.0,좋은 부모,가정/생활,2023-02-24
  55    ,엄마의 말 공부 (개정증보판),이임숙 (지은이) , 카시오페아 ,2020-07-01,11200,5.0,좋은 부모,가정/생활,2023-02-24
  56    ,하루 5분 언어 자극 놀이 120,"장재진 (지은이), 임소희 (그림) ", 카시오페아 ,2022-12-01,14000,5.0,좋은 부모,가정/생활,2023-02-24
  57    ,우리 아이 괜찮아요 2 : 성장편,서천석 (지은이) , 예담Friend ,2015-01-01,6930,0.0,좋은 부모,가정/생활,2023-02-24
  58    ,신의진의 아이심리백과 : 5~6세 편 (30만 부 기념 최신 증보판),신의진 (지은이) , 메이븐 ,2020-06-01,10000,5.0,좋은 부모,가정/생활,2023-02-24
  59    ,집에서 하는 몬테소리 놀이 150,"실비 데스클레브, 노에미 데스클레브 (지은이), 안광순 (옮긴이) ", 유아이북스 ,2018-09-01,10500,4.5,좋은 부모,가정/생활,2023-02-24
  60    ,수학 잘하는 아이를 만드는 초등수학 심화 공부법,류승재 (지은이) , 블루무스 ,2022-09-01,13860,5.0,좋은 부모,가정/생활,2023-02-24
  61    ,"부모의 말, 아이의 뇌","데이나 서스킨드, 베스 서스킨드, 레슬리 르윈터-서스킨드 (지은이) ", 부키 ,2022-12-01,13000,5.0,좋은 부모,가정/생활,2023-02-24
  62    ,영리한 아이가 위험하다,"마크 S. 뢰벤탈 (지은이), 박미경 (옮긴이) ", 웅진지식하우스 ,2012-08-01,9450,4.5,좋은 부모,가정/생활,2023-02-24
  63    ,엄마 심리 수업 2 : 실전편,윤우상 (지은이) , 심플라이프 ,2021-05-01,11500,5.0,좋은 부모,가정/생활,2023-02-24
  64    ,신의진의 아이심리백과 : 초등저학년 편,걷는나무 ,,2012-03-01,9800,5.0,좋은 부모,가정/생활,2023-02-24
  65    ,한글로 5개국어 물려준 엄마이야기,"장춘화 (지은이), 김종성 (그림) ", 한GLO(한글로) ,2022-10-01,9700,5.0,좋은 부모,가정/생활,2023-02-24
  66    ,초등 자기조절능력의 힘,신동원 (지은이) , 길벗 ,2021-07-01,10500,5.0,좋은 부모,가정/생활,2023-02-24
  67    ,엄마들만 아는 세계,정우열 (지은이) , 서랍의날씨 ,2021-04-01,10000,4.0,좋은 부모,가정/생활,2023-02-24
  68    ,조금 느린 아이를 위한 발달놀이 육아법,"오카다 다카시, 시노하라 아야, 하야시 카나 (지은이), 황미숙 (옮긴이), 한경근 (감수) ", 예문아카이브 ,2015-05-01,12640,0.0,좋은 부모,가정/생활,2023-02-24
  69    ,수학원리를 제대로 배운 아이는 쉽게 계산합니다,차지혜 (지은이) , 블루무스 ,2022-04-01,11550,4.5,좋은 부모,가정/생활,2023-02-24
  70    ,아이 마음을 읽는 단어,새벽달(남수진) (지은이) , 청림Life ,2019-09-01,9800,4.5,좋은 부모,가정/생활,2023-02-24
  71    ,예민한 아이 육아법은 따로 있다,"나타샤 대니얼스 (지은이), 양원정 (옮긴이) ", 카시오페아 ,2021-02-01,12250,4.0,좋은 부모,가정/생활,2023-02-24
  72    ,장유경의 아이 놀이 백과 : 0~2세 아동발달심리학자가 전하는 융복합 놀이 103,장유경 (지은이) , 북폴리오 ,2015-09-01,10800,0.0,좋은 부모,가정/생활,2023-02-24
  73    ,세상에서 가장 쉬운 본질육아,"지나영 (지은이), 이원찬, 장보라, 윤호 (낭독) ", 21세기북스 ,2022-11-01,22560,5.0,좋은 부모,가정/생활,2023-02-24
  74    ,오늘 학교 어땠어?,초등샘Z (지은이) , 책나물 ,2022-10-01,11000,5.0,좋은 부모,가정/생활,2023-02-24
  75    ,적당히 육아법,황미숙 (옮긴이) , 웅진리빙하우스 ,2020-03-01,11200,5.0,좋은 부모,가정/생활,2023-02-24
  76    ,자녀교육 베스트100,"가토 노리코 (지은이), 윤지나 (옮긴이) ", 서사원 ,2021-08-01,13000,5.0,좋은 부모,가정/생활,2023-02-24
  77    ,내 아이를 위한 30일 인문학 글쓰기의 기적,김종원 (지은이) , 상상아카데미 ,2022-04-01,12800,5.0,좋은 부모,가정/생활,2023-02-24
  78    ,그 아이만의 단 한 사람,권영애 (지은이) , 아름다운사람들 ,2016-09-01,14000,5.0,좋은 부모,가정/생활,2023-02-24
  79    ,엄마표 다개국어 : 어떤 언어든 다 통하는 외국어 교육 로드맵,이지나 (지은이) , 지식너머 ,2018-07-01,12600,5.0,좋은 부모,가정/생활,2023-02-24
  80    ,맘스 잉글리시 : 상황별 생활영어,"최혜림, 김우선, 이은별 (지은이), Jay Waters (감수) ", 넥서스 ,2015-01-01,1900,4.5,좋은 부모,가정/생활,2023-02-24
  81    ,하루 3줄 초등 글쓰기의 기적,윤희솔 (지은이) , 청림Life ,2020-02-01,10100,4.5,좋은 부모,가정/생활,2023-02-24
  82    ,느리고 서툰 아이 몸놀이가 정답이다,김승언 (지은이) , 서사원 ,2022-03-01,13000,5.0,좋은 부모,가정/생활,2023-02-24
  83    ,아빠의 교육법,"김석, 공성애 (지은이) ", 서교출판사 ,2021-03-01,11900,5.0,좋은 부모,가정/생활,2023-02-24
  84    ,공부는 감정이다,노규식 (지은이) , 더부크 ,2016-05-01,9660,4.5,좋은 부모,가정/생활,2023-02-24
  85    ,엄마의 첫 공부,홍순범 (지은이) , 카시오페아 ,2022-08-01,11760,5.0,좋은 부모,가정/생활,2023-02-24
  86    ,"아기와 함께 10개월 잘 먹기, 태교음식","이지연 (지은이), 신종철, 남기선 (감수) ", 레시피팩토리 ,2021-03-01,12460,5.0,좋은 부모,가정/생활,2023-02-24
  87    ,어휘력 10배 올리는 하루 10분 대화놀이,김지호 (지은이) , 길벗 ,2021-09-01,10360,5.0,좋은 부모,가정/생활,2023-02-24
