yes24_rank,제목,yes24_writer,yes24_company,yes24_date,yes24_price,yes24_star_content,yes24_star_edit,yes24_gener,sm_gener,time_stamp
29,      아이패드 캐릭터 드로잉   캐릭터를 결정하는 인체 구조 표현과 포즈를 배운다                                 , 난다비 저                                                            , 성안당                                        ,2023-02-01,23200,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
30,      수학으로 풀어보는 칼만필터 알고리즘                                , 박성수 저                                                            , 위키북스                                        ,2023-02-01,22400,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
31,      IT 5분 잡학사전   학교에서 알려 주지 않는 IT 지식                                , 니꼴라스 배지현 저                                                            , 이지스퍼블리싱  주                                         ,2022-10-01,9000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
32,      실시간 데이터 파이프라인 아키텍처   대규모 시스템 설계를 위한 스트리밍 데이터의 개념과 동작 원리                                , 앤드류 살티스 저 최원영 역                                                            , 비제이퍼블릭 BJ퍼블릭                                         ,2023-01-01,21600,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
33,      블로그 시작 그리고 습관                                , 편집장마녀 저                                                            , 유페이퍼                                        ,2023-01-01,10000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
34,      직장인을 위한 실무 파워포인트   최신개정판   실전  비즈니스 파워포인트 완전 정복                                , 배준오 김기만 저                                                            , 길벗                                        ,2023-01-01,18400,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
35,      NGINX 쿡북  2판    115가지 레시피로 배우는 고성능 부하분산  보안  서버 배포와 관리                                , 데릭 디용기 저 노승헌 역                                                            , 한빛미디어                                        ,2023-01-01,16800,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
36,      Do it  알고리즘 코딩 테스트   C   편   기출 유형 분석부터 문제 풀이 비법까지                                 , 김종관 저                                                            , 이지스퍼블리싱  주                                         ,2023-01-01,23500,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
37,      스프링 시큐리티 토큰 인증 편  개정판                                 , 향단코드 저                                                            , 온노트                                        ,2022-12-01,8000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
38,      2023 최적합 네트워크관리사 1 2급 필기 실기                                , 허준 선세리 저                                                            , 성안당                                        ,2022-12-01,23200,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
39,      프레젠테이션 디자인  이렇게 하면 되나요    한번 배우면 평생 써먹는 슬라이드   보고서 디자인 가이드                                , 윤춘근 저                                                            , 제이펍                                        ,2022-12-01,15400,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
40,      업무와 일상을 정리하는 새로운 방법 노션 Notion   생각 정리부터 업무 생산성  협업 관리 도구를 노션 하나로                                 , 이해봄 전시진 저                                                            , 제이펍                                        ,2022-12-01,13230,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
41,      실무에 바로 쓰는 일잘러의 엑셀 데이터 분석   데이터 리터러시를 위한 기초 통계 지식부터 엑셀 파워 쿼리   시각화                                , 에이블런 저                                                            , 제이펍                                        ,2022-12-01,12950,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
42,      모두를 위한 클라우드 컴퓨팅   HTC 개념부터 가상화  컨테이너  CI CD  AWS 프로그래밍까지                                , 노서영 저                                                            , 제이펍                                        ,2022-12-01,27300,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
43,      네트워킹과 웹 성능 최적화 기법                                , 일리아 그리고릭 저   정해권 오현주 공역                                                            , 인사이트 insight                                         ,2022-12-01,22400,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
44,      Real MongoDB   대용량 데이터 처리를 위한                                , 이성욱 저                                                            , 위키북스                                        ,2022-11-01,34000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
45,      서버리스 이제는 AWS Lambda로 간다   설계  개발  배포 및 모니터링 지표와 비용 계산까지                                , 최재영 저                                                            , 비제이퍼블릭 BJ퍼블릭                                         ,2022-11-01,29600,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
46,      모던 자바스크립트로 배우는 리액트 입문   유데미 리액트 강의 최고 평가를 받은 인기 강사에게 배우는 실전 리액트                                , 자케 오카다 다쿠미  저 김모세 역                                                            , 한빛미디어                                        ,2022-11-01,18400,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
47,      UX UI 디자이너를 위한 실무 피그마  개정판    디자인 시스템에서 개발 전달까지                                , 클레어 정 저                                                            , 한빛미디어                                        ,2022-11-01,20800,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
48,      Do it  자료구조와 함께 배우는 알고리즘 입문 C 언어 편  전면 개정판                                 , 시바타 보요 저 강민 역                                                            , 이지스퍼블리싱  주                                         ,2022-10-01,16000,5,5,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
49,       세트  토비의 스프링 3 1  총2권    , 이일민 저                                                            , 에이콘출판                                        ,2019-07-01,52500,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
50,      윈도우 디지털 포렌식 완벽 활용서   17년 경력의 대검찰청 출신 전문 수사관이 알려주는 디지털 포렌식의 모든 것                                , 이승무 저                                                            , 비제이퍼블릭 BJ퍼블릭                                         ,2022-10-01,27200,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
51,      코딩자율 학습 나도코딩의 C언어 입문   C 언어의 완공을 돕는 프로그래밍 자습서                                , 나도코딩 저                                                            , 길벗                                        ,2022-10-01,20800,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
52,      React js  스프링 부트  AWS로 배우는 웹 개발 101 2 e   SPA  REST API 기반 웹 애플리케이션 개발                                , 김다정 저                                                            , 에이콘출판사                                        ,2022-09-01,28800,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
53,      AWS로 시작하는 인프라 구축의 정석   견고한 엔터프라이즈 프로덕션 환경을 만들고 지키는 법                                , 나카가키 겐지 저 김모세 역                                                            , 제이펍                                        ,2022-09-01,19600,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
54,      바로 시작하는 태블로   데이터 시각화를 위한 가장 확실한 도구                                , 조준희 명완식 저                                                            , 길벗                                        ,2022-09-01,21000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
55,      자바 웹 개발 워크북   성장하는 개발자를 만드는 실무형 로드맵                                , 구멍가게 코딩단 저                                                            , 프리렉                                        ,2022-09-01,24500,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
56,      실전 리액트 with 타입스크립트  개정판                                 , 향단코드 저                                                            , 온노트                                        ,2022-08-01,10000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
57,      Do it  알고리즘 코딩 테스트   파이썬 편   코딩 테스트를 처음 준비하는 취준생의 필독서                                 , 김종관 저                                                            , 이지스퍼블리싱  주                                         ,2022-08-01,22000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
58,      스프링 부트 핵심 가이드   스프링 부트를 활용한 애플리케이션 개발 실무                                , 장정우 저                                                            , 위키북스                                        ,2022-08-01,20000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
59,      회사에서 바로 통하는 오토캐드 AutoCAD 2023   건축  인테리어  기계 실무 도면의 기본기를 꽉 잡아라                                 , 심미현 저                                                            , 한빛미디어                                        ,2022-08-01,22400,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
60,      모두의 깃   깃허브   누구나 쉽게 시작하는 git github 버전 관리                                , 강민철 저                                                            , 길벗                                        ,2022-07-01,14000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
61,      누구나 쉽게 따라 하며 배우는 웹 해킹 첫걸음   직접 개발하고 공격 방어하는 웹 해킹 기본서                                , 권현준 저                                                            , 비제이퍼블릭 BJ퍼블릭                                         ,2022-07-01,16800,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
62,      한 줄 한 줄 짜면서 익히는 러스트 프로그래밍                                , 팀 맥나마라 저 장연호 역                                                            , 인사이트 insight                                         ,2022-07-01,28000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
63,      파이썬을 활용한 베이지안 통계  2판    동전 던지기와 하키 승률로 배우는 데이터 분석                                , 앨런 B  다우니 저 권정민 역                                                            , 한빛미디어                                        ,2022-06-01,25600,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
64,      쉽게 따라하는 NFT 마스터 가이드   NFT 거래부터 토큰 발행까지 한 권으로 정리한 웹3 시대 기초 IT 지식                                , 티아나 로런스 김서영 저 정종화 역                                                            , 한빛미디어                                        ,2022-06-01,16000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
65,      프로그래머를 위한 파이썬   실전 프로젝트로 배우는 소프트웨어 개발의 원리와 정석                                , 데인 힐라드 저 황반석 역                                                            , 제이펍                                        ,2022-06-01,17500,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
66,      혼자 공부하는 얄팍한 코딩 지식   비전공자도 1 1 과외하듯 배우는 IT 지식 입문서                                , 고현민 저                                                            , 한빛미디어                                        ,2022-05-01,14400,5,5,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
67,      혼자 공부하는 파이썬  개정판    1 1 과외하듯 배우는 프로그래밍 자습서                                , 윤인성 저                                                            , 한빛미디어                                        ,2022-05-01,17600,5,5,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
68,      시작하세요  Final Cut Pro 10 6   빠르크의 3분 강좌와 함께하는 파이널 컷 프로 유튜브 영상 제작                                , 박경인 저                                                            , 위키북스                                        ,2022-05-01,20000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
69,      암호화폐 자동매매 시스템 만들기 with 파이썬   대량의 시뮬레이션과 최적화 전략까지                                , 정성문 저                                                            , 로드북                                        ,2022-05-01,28000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
70,      픽스호크 드론의 정석                                , 공현철 한기남 김지연 서동훈 저 홍종만 일러스트                                                            , 성안당                                        ,2022-05-01,28000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
71,      헤드 퍼스트 디자인 패턴   14가지 GoF 필살 패턴  유지 관리가 편리한 객체지향 소프트웨어를 만드는 법                                , 에릭 프리먼 엘리자베스 롭슨 저 서환수 역                                                            , 한빛미디어                                        ,2022-04-01,28800,5,5,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
72,      맛있는 디자인 일러스트레이터 CC 2022   핵심 기능을 담은 기본편   실무 예제가 풍부한 활용편                                , 박정아 저                                                            , 한빛미디어                                        ,2022-03-01,19200,5,5,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
73,      맛있는 디자인 포토샵 CC 2022   핵심 기능을 담은 기본편 실무 예제가 풍부한 활용편                                , 윤이사라 김신애 저                                                            , 한빛미디어                                        ,2022-03-01,16800,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
74,      스프링 입문을 위한 자바 객체 지향의 원리와 이해                                , 김종민 저                                                            , 위키북스                                        ,2022-02-01,18000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
75,      엘라스틱서치 실무 가이드   한글 검색 시스템 구축부터 대용량 클러스터 운영까지                                , 권택환 김동우 김흥래 박진현 최용호 황희정 저                                                            , 위키북스                                        ,2022-02-01,27000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
76,      죽을 때까지 코딩하며 사는 법                                , 홍전일 저                                                            , 로드북                                        ,2022-01-01,12800,4,4,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
77,      PHP MySQL 입문   예제로 배우는 백엔드 프로그래밍                                , 황재호 저                                                            , 인포앤북                                        ,2022-01-01,21000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
78,       최신판  웹툰 제작 무작정 따라하기                                , 로웰씨 시안 저                                                            , 길벗                                        ,2022-01-01,15400,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
79,      Cortex M4 이론과 실무   기초활용편   ARM Core STM 32 마스터하기                                , 정금섭 저                                                            , 광문각                                        ,2021-12-01,23000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
80,      C  교과서   C   기초부터 제대로 배우자                                 , 박용준 저                                                            , 길벗                                        ,2020-06-01,21000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
81,      이펙티브 타입스크립트   동작 원리의 이해와 구체적인 조언 62가지                                , 댄 밴더캄 저 장원호 역                                                            , 인사이트 insight                                         ,2021-11-01,20000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
82,      가상 면접 사례로 배우는 대규모 시스템 설계 기초                                , 알렉스 쉬 저 이병준 역                                                            , 인사이트 insight                                         ,2021-08-01,19200,5,5,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
83,      파이썬 알고리즘 인터뷰   95가지 알고리즘 문제 풀이로 완성하는 코딩 테스트                                , 박상길 저 정진호 그림                                                            , 책만                                        ,2020-10-01,30400,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
84,      Clean Code 클린 코드    애자일 소프트웨어 장인 정신                                , 로버트 C  마틴 저 박재호 이해영 역                                                            , 인사이트 insight                                         ,2020-08-01,26400,5,5,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
85,      일 잘하는 디자이너                                , 시부야 료이치 저 안동현 역                                                            , 이지스퍼블리싱  주                                         ,2023-02-01,11000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
86,      신입 개발자 이력서 작성 가이드   개발자 취업 잘하는 법                                , 주식회사 위니브 저                                                            , 사도출판                                        ,2023-02-01,10000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
87,      2023 에듀윌 EXIT 컴퓨터활용능력 1급 실기 기본서                                , 문혜영 저                                                            , 에듀윌                                        ,2023-02-01,32400,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
88,      비즈니스 애널리틱스를 위한 데이터 마이닝 in 파이썬                                , 갈리트 시뮤엘리 피터 게데크 Peter C  Bruce Nitin R  Patel 저 조성배 조성준 김성범 조재희 이성임 신현정 역                                                            , 한빛아카데미                                        ,2023-02-01,39000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
89,      아이패드 캐릭터 드로잉   캐릭터를 결정하는 인체 구조 표현과 포즈를 배운다                                 , 난다비 저                                                            , 성안당                                        ,2023-02-01,23200,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
90,      수학으로 풀어보는 칼만필터 알고리즘                                , 박성수 저                                                            , 위키북스                                        ,2023-02-01,22400,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
91,      IT 5분 잡학사전   학교에서 알려 주지 않는 IT 지식                                , 니꼴라스 배지현 저                                                            , 이지스퍼블리싱  주                                         ,2022-10-01,9000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
92,      실시간 데이터 파이프라인 아키텍처   대규모 시스템 설계를 위한 스트리밍 데이터의 개념과 동작 원리                                , 앤드류 살티스 저 최원영 역                                                            , 비제이퍼블릭 BJ퍼블릭                                         ,2023-01-01,21600,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
93,      블로그 시작 그리고 습관                                , 편집장마녀 저                                                            , 유페이퍼                                        ,2023-01-01,10000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
94,      직장인을 위한 실무 파워포인트   최신개정판   실전  비즈니스 파워포인트 완전 정복                                , 배준오 김기만 저                                                            , 길벗                                        ,2023-01-01,18400,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
95,      NGINX 쿡북  2판    115가지 레시피로 배우는 고성능 부하분산  보안  서버 배포와 관리                                , 데릭 디용기 저 노승헌 역                                                            , 한빛미디어                                        ,2023-01-01,16800,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
96,      Do it  알고리즘 코딩 테스트   C   편   기출 유형 분석부터 문제 풀이 비법까지                                 , 김종관 저                                                            , 이지스퍼블리싱  주                                         ,2023-01-01,23500,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
97,      스프링 시큐리티 토큰 인증 편  개정판                                 , 향단코드 저                                                            , 온노트                                        ,2022-12-01,8000,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
98,      2023 최적합 네트워크관리사 1 2급 필기 실기                                , 허준 선세리 저                                                            , 성안당                                        ,2022-12-01,23200,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
99,      프레젠테이션 디자인  이렇게 하면 되나요    한번 배우면 평생 써먹는 슬라이드   보고서 디자인 가이드                                , 윤춘근 저                                                            , 제이펍                                        ,2022-12-01,15400,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
100,      업무와 일상을 정리하는 새로운 방법 노션 Notion   생각 정리부터 업무 생산성  협업 관리 도구를 노션 하나로                                 , 이해봄 전시진 저                                                            , 제이펍                                        ,2022-12-01,13230,0,0,IT 모발일,컴퓨터/인터넷,2023-02-22 23:13:21.976838
1,      암또의 임상노트 Vol 2   신규 간호사를 위한 임상 간호 실무 TIP                                , 암또 저                                                            , 포널스                                        ,2022-03-01,22400,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
2,      지방자치론                                , 김병준 저                                                            , 노부스비아                                        ,2020-08-01,4000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
3,      지구의 이해  제7판                                 , John P  Grotzinger Thomas H  Jordan 저 이의형 권성택 역                                                            , 시그마프레스                                        ,2018-03-01,27300,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
4,      HOW 상가 꼬마빌딩 재테크                                , 손오공 저                                                            , 도서출판 북마을                                        ,2023-01-01,14000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
5,      거시경제학  11판                                 , 그래고리 맨큐 저 이병락 역                                                            , 시그마프레스                                        ,2023-02-01,31500,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
6,      이훈영교수의 마케팅 조사론  4판    이훈영 교수의                                , 이훈영 저                                                            , 도서출판 청람                                        ,2022-09-01,35000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
7,      리더십                                , 피터 G  노스하우스 저 김남현 역                                                            , 한빛아카데미                                        ,2022-12-01,36000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
8,      34세 부업의 신   노트북 하나로 시작해 월 1 000만 원 버는                                , 한기준 저                                                            , 도서출판 린                                        ,2022-11-01,16000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
9,      드론학개론  3판                                 , 신정호 오인선 강창구 김기원 공저                                                            , 복두출판사                                        ,2022-11-01,26000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
10,      언어   풀어쓴 언어학 개론  개정판   4판    풀어 쓴 언어학개론                                , 강범모 저                                                            , 한국문화사                                        ,2022-09-01,22000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
11,      탐정학개론                                , 이상수 염건령 공저                                                            , 도서출판 대영문화사                                        ,2022-06-01,35000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
12,      공공데이터베이스 표준화 관리 매뉴얼                                , 행정안전부 한국지능정보사회진흥원 저                                                            , 진한엠앤비                                        ,2022-08-01,28000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
13,      올인원 경영학원론                                , 신형덕 저                                                            , 시그마프레스                                        ,2022-09-01,17500,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
14,      입보살행론   지복에 이르는 보살의 길                                , 샨티데바 보살 저   석혜능 편역                                                            , 부다가야                                        ,2021-12-01,14400,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
15,      스마트팩토리                                , 한관희 저                                                            , 도서출판 한경사                                        ,2022-06-01,35000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
16,      고급 영양학   영양소대사의 이해를 돕는  3판                                 , 이보경 김숙희 변기원 권종숙 김경민 저                                                            ,  주 교문사                                        ,2021-08-01,23500,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
17,      2022 Pass CBT 자동차정비기사 파이널 테스트                                , GB기획센터 저                                                            ,  주 골든벨                                        ,2022-02-01,19800,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
18,      미시경제학  제6판                                 , David A  Besanko Ronald R  Braeutigam 저 이병락 역                                                            , 시그마프레스                                        ,2022-03-01,27300,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
19,      중급재무회계                                , 선우혜정 저                                                            , 한국방송통신대학교출판문화원                                        ,2022-02-01,16000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
20,      마이어스의 심리학  13판                                 , 데이비드 G  마이어스 C  Nathan DeWall 저 신현정 김비아 역                                                            , 시그마프레스                                        ,2022-02-01,30100,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
21,      프리드버그 선형대수학                                , 스티븐 H  프리드버그 아놀드 J  인셀 로렌스 E  스펜스 저 심형보 감수                                                            , 한빛아카데미                                        ,2022-02-01,35000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
22,      쉽게 배우는 자료구조 with 파이썬                                , 문병로 저                                                            , 한빛아카데미                                        ,2022-01-01,29000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
23,      쉽게 배우는 자료구조 with 자바                                , 문병로 저                                                            , 한빛아카데미                                        ,2022-01-01,29000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
24,      역 도시일체개발 TOD 46의 매력 Recipe    TRANSIT ORIENTED DEVELOPMENT                                , 니켄세케이 역 도시일체개발 연구회 편저 정병균 김미화 역                                                            , 도서출판 대가                                        ,2021-12-01,22000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
25,      Cortex M4 이론과 실무   기초활용편   ARM Core STM 32 마스터하기                                , 정금섭 저                                                            , 광문각                                        ,2021-12-01,23000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
26,      프셉마음  마취회복실편   신규간호사를 위한 진짜 실무 팁                                , 김명희 저                                                            , 드림널스                                        ,2021-11-01,24000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
27,      원병묵 교수의 과학 논문 쓰는 법   논문 작성 투고 심사 수정 출판까지                                , 원병묵 저                                                            , 세로북스                                        ,2021-11-01,9000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
28,      학교로 간 사회복지사                                , 박경현 임경선 등저                                                            , 도서출판 공동체                                        ,2021-08-01,12000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
29,      볼프강 보르헤르트 문학의 이해                                , 이관우 저                                                            , 작가와 비평                                        ,2021-08-01,15000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
30,      비즈니스 커뮤니케이션  4판                                 , 이재희 저                                                            , 한올출판사                                        ,2021-07-01,22800,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
31,      세법개론 1  2021                                 , 송상엽 저                                                            , 도서출판 정독                                        ,2021-05-01,26000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
32,      세무회계연습  2021    공인회계사 세무사 2차시험대비                                , 송상엽 저                                                            , 도서출판 정독                                        ,2021-05-01,30000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
33,      네트워크 개론 3판    4차 산업혁명과 함께하는 네트워크                                , 진혜진 저                                                            , 한빛아카데미                                        ,2020-11-01,25000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
34,      기초 통신이론                                , 김영길 저                                                            , 한빛아카데미                                        ,2020-12-01,22000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
35,      도시지리학  제3판                                 , David H  Kaplan Steven R  Holloway James O  Wheeler 공저   김학훈 이상율 김감영 정희선 공역                                                            , 시그마프레스                                        ,2021-02-01,19600,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
36,      재료과학과 공학  제10판                                 , 윌리엄 칼리스터 주니어 데이비드 레트위쉬 저 박인규 이재갑 김용석 역                                                            , 시그마프레스                                        ,2021-02-01,29400,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
37,      전산응용기계제도 CAD  실기 출제도면집                                , 메카피아 저                                                            , 피앤피북                                        ,2020-02-01,22000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
38,      산업안전지도사  제1과목   산업안전보건법령    최근 6년간 기출문제 지문을 이론으로 구성한                                , 우슬초 저                                                            , 이페이지                                        ,2020-09-01,4000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
39,      산업안전지도사  제3과목   기업진단 지도    최근 6년간 기출문제 지문을 이론으로 구성한                                , 우슬초 저                                                            , 이페이지                                        ,2020-09-01,4000,5,4,대학교재,강의지원도서,2023-02-22 23:13:21.976838
40,      산업안전지도사  제2과목   산업안전일반    최근 6년간 기출문제 지문을 이론으로 구성한                                , 우슬초 저                                                            , 이페이지                                        ,2020-09-01,3000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
41,      소프트웨어 공학                                , 김희천 저                                                            , 한국방송통신대학교출판문화원                                        ,2020-02-01,18000,4,4,대학교재,강의지원도서,2023-02-22 23:13:21.976838
42,      원예작물학 1                                , 최은영 문원 김종기 공저                                                            , 한국방송통신대학교출판문화원                                        ,2020-02-01,21000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
43,      AI 시대의 번역   이론과 실제                                , 최성희 저                                                            , 세창출판사                                        ,2019-05-01,12000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
44,      암또의 임상노트   신규 간호사를 위한 임상 간호 실무 TIP                                , 암또 저                                                            , 포널스                                        ,2019-10-01,17500,5,5,대학교재,강의지원도서,2023-02-22 23:13:21.976838
45,      ICU 중환자간호 매뉴얼  2판                                 , 한국중환자간호학회 저    이순행 이국근 감수                                                            , 포널스출판사                                        ,2019-01-01,14000,5,5,대학교재,강의지원도서,2023-02-22 23:13:21.976838
46,      실험계획과 응용                                , 조진남 백재욱 공저                                                            , 한국방송통신대학교출판문화원                                        ,2018-08-01,12000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
47,      AutoCAD를 이용한 전기CAD 2판                                , 박규홍 김규정 문은아 원우연 공저                                                            , GS인터비전                                        ,2018-04-01,24000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
48,      문화다양성과 글로벌시민                                , 이금룡  이기웅  박혁 저                                                            ,  주 와이북스                                        ,2018-05-01,15000,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
49,      교수방법론                                , 이성호 저                                                            , 학지사                                        ,2018-01-01,12800,0,0,대학교재,강의지원도서,2023-02-22 23:13:21.976838
50,      생산관리                                , 문상원 박지영 저                                                            , 한국방송통신대학교출판문화원                                        ,2018-02-01,12000,3,3,대학교재,강의지원도서,2023-02-22 23:13:21.976838
