aladin_순위,제목,aladin_저자,aladin_출판사,aladin_출간일,aladin_가격,aladin_평점,aladin_장르,상명대학교_학술정보관_장르,현재 날짜
  57    ,우리 아이 괜찮아요 2 : 성장편,서천석 (지은이) , 예담Friend ,2015-01-01,6930,0.0,좋은 부모,가정/생활,2023-02-23
  58    ,수학 잘하는 아이를 만드는 초등수학 심화 공부법,류승재 (지은이) , 블루무스 ,2022-09-01,13860,5.0,좋은 부모,가정/생활,2023-02-23
  59    ,집에서 하는 몬테소리 놀이 150,"실비 데스클레브, 노에미 데스클레브 (지은이), 안광순 (옮긴이) ", 유아이북스 ,2018-09-01,10500,4.5,좋은 부모,가정/생활,2023-02-23
  60    ,신의진의 아이심리백과 : 5~6세 편 (30만 부 기념 최신 증보판),신의진 (지은이) , 메이븐 ,2020-06-01,10000,5.0,좋은 부모,가정/생활,2023-02-23
  61    ,"부모의 말, 아이의 뇌","데이나 서스킨드, 베스 서스킨드, 레슬리 르윈터-서스킨드 (지은이) ", 부키 ,2022-12-01,13000,5.0,좋은 부모,가정/생활,2023-02-23
  62    ,아이를 위한 하루 한 줄 인문학,김종원 (지은이) , 청림Life ,2018-12-01,10100,4.5,좋은 부모,가정/생활,2023-02-23
  63    ,하루 5분 언어 자극 놀이 120,"장재진 (지은이), 임소희 (그림) ", 카시오페아 ,2022-12-01,14000,5.0,좋은 부모,가정/생활,2023-02-23
  64    ,엄마 심리 수업 2 : 실전편,윤우상 (지은이) , 심플라이프 ,2021-05-01,11500,5.0,좋은 부모,가정/생활,2023-02-23
  65    ,나는 이렇게 세 딸을 하버드에 보냈다,심활경 (지은이) , 쌤앤파커스 ,2022-09-01,12250,5.0,좋은 부모,가정/생활,2023-02-23
  66    ,초등 자기조절능력의 힘,신동원 (지은이) , 길벗 ,2021-07-01,10500,5.0,좋은 부모,가정/생활,2023-02-23
  67    ,신의진의 아이심리백과 : 초등저학년 편,걷는나무 ,,2012-03-01,9800,5.0,좋은 부모,가정/생활,2023-02-23
  68    ,예민한 아이 육아법은 따로 있다,"나타샤 대니얼스 (지은이), 양원정 (옮긴이) ", 카시오페아 ,2021-02-01,12250,4.0,좋은 부모,가정/생활,2023-02-23
  69    ,엄마들만 아는 세계,정우열 (지은이) , 서랍의날씨 ,2021-04-01,10000,4.0,좋은 부모,가정/생활,2023-02-23
  70    ,수학원리를 제대로 배운 아이는 쉽게 계산합니다,차지혜 (지은이) , 블루무스 ,2022-04-01,11550,4.5,좋은 부모,가정/생활,2023-02-23
  71    ,아이 마음을 읽는 단어,새벽달(남수진) (지은이) , 청림Life ,2019-09-01,9800,4.5,좋은 부모,가정/생활,2023-02-23
  72    ,내 아이를 위한 30일 인문학 글쓰기의 기적,김종원 (지은이) , 상상아카데미 ,2022-04-01,12800,5.0,좋은 부모,가정/생활,2023-02-23
  73    ,장유경의 아이 놀이 백과 : 0~2세 아동발달심리학자가 전하는 융복합 놀이 103,장유경 (지은이) , 북폴리오 ,2015-09-01,10800,0.0,좋은 부모,가정/생활,2023-02-23
  74    ,오늘 학교 어땠어?,초등샘Z (지은이) , 책나물 ,2022-10-01,11000,5.0,좋은 부모,가정/생활,2023-02-23
  75    ,엄마표 다개국어 : 어떤 언어든 다 통하는 외국어 교육 로드맵,이지나 (지은이) , 지식너머 ,2018-07-01,12600,5.0,좋은 부모,가정/생활,2023-02-23
  76    ,영리한 아이가 위험하다,"마크 S. 뢰벤탈 (지은이), 박미경 (옮긴이) ", 웅진지식하우스 ,2012-08-01,9450,4.5,좋은 부모,가정/생활,2023-02-23
  77    ,개로 길러진 아이,"브루스 D. 페리, 마이아 샬라비츠 (지은이), 황정하 (옮긴이) ", 민음인 ,2019-02-01,11200,5.0,좋은 부모,가정/생활,2023-02-23
  78    ,느리고 서툰 아이 몸놀이가 정답이다,김승언 (지은이) , 서사원 ,2022-03-01,13000,5.0,좋은 부모,가정/생활,2023-02-23
  79    ,자녀교육 베스트100,"가토 노리코 (지은이), 윤지나 (옮긴이) ", 서사원 ,2021-08-01,13000,5.0,좋은 부모,가정/생활,2023-02-23
  80    ,그 아이만의 단 한 사람,권영애 (지은이) , 아름다운사람들 ,2016-09-01,14000,5.0,좋은 부모,가정/생활,2023-02-23
  81    ,집중력을 높이는 유아놀이,경향미디어 ,,2010-04-01,6000,4.0,좋은 부모,가정/생활,2023-02-23
  82    ,맘스 잉글리시 : 상황별 생활영어,"최혜림, 김우선, 이은별 (지은이), Jay Waters (감수) ", 넥서스 ,2015-01-01,1900,4.5,좋은 부모,가정/생활,2023-02-23
  83    ,우리 아이 잘 자라고 있나요?,허그맘 아동심리상담센터 (지은이) , 예담Friend ,2018-11-01,13860,5.0,좋은 부모,가정/생활,2023-02-23
  84    ,하루 3줄 초등 글쓰기의 기적,윤희솔 (지은이) , 청림Life ,2020-02-01,10100,4.5,좋은 부모,가정/생활,2023-02-23
  85    ,대치동 수학 공부의 비밀,고대원 (지은이) , 길벗 ,2021-01-01,11200,5.0,좋은 부모,가정/생활,2023-02-23
  86    ,공부는 감정이다,노규식 (지은이) , 더부크 ,2016-05-01,9660,4.5,좋은 부모,가정/생활,2023-02-23
  87    ,엄마의 첫 공부,홍순범 (지은이) , 카시오페아 ,2022-08-01,11760,5.0,좋은 부모,가정/생활,2023-02-23
  88    ,아이의 사회성,이영애 (지은이) , 지식플러스 ,2018-03-01,10500,5.0,좋은 부모,가정/생활,2023-02-23
  89    ,초등학생이 좋아하는 동화책 200,이시내 (지은이) , 북하우스 ,2023-01-01,13000,5.0,좋은 부모,가정/생활,2023-02-23
  90    ,"아기와 함께 10개월 잘 먹기, 태교음식","이지연 (지은이), 신종철, 남기선 (감수) ", 레시피팩토리 ,2021-03-01,12460,5.0,좋은 부모,가정/생활,2023-02-23
  91    ,엄마의 말센스,"이시다 가쓰노리 (지은이), 이은미 (옮긴이) ", 북라이프 ,2019-09-01,9100,5.0,좋은 부모,가정/생활,2023-02-23
  92    ,어휘력 10배 올리는 하루 10분 대화놀이,김지호 (지은이) , 길벗 ,2021-09-01,10360,5.0,좋은 부모,가정/생활,2023-02-23
  93    ,모든 아이는 특별하다,박혜란 (지은이) , 나무를심는사람들 ,2019-05-01,9660,4.5,좋은 부모,가정/생활,2023-02-23
  94    ,슬기로운 난임생활,김여희 (지은이) , 이담북스 ,2020-12-01,10500,5.0,좋은 부모,가정/생활,2023-02-23
  95    ,미니멀 육아의 행복,"크리스틴 고, 아샤 돈페스트 (지은이), 곽세라 (옮긴이) ", 북하우스 ,2015-04-01,11200,4.5,좋은 부모,가정/생활,2023-02-23
  96    ,상처 주는 것도 습관이다,이임숙 (지은이) , 카시오페아 ,2014-05-01,11000,5.0,좋은 부모,가정/생활,2023-02-23
  97    ,둘째는 다르다,김영훈 (지은이) , 한빛라이프 ,2018-08-01,10620,4.5,좋은 부모,가정/생활,2023-02-23
  98    ,오픈도어,"김승언 (지은이), 안동현 (감수) ", 한언출판사 ,2019-07-01,8900,4.5,좋은 부모,가정/생활,2023-02-23
  99    ,믿음 주는 부모 자존감 높은 아이,현승원 (지은이) , 시크릿하우스 ,2019-08-01,9800,5.0,좋은 부모,가정/생활,2023-02-23
  100    ,균형 육아,정우열 (지은이) , 팬덤북스 ,2017-07-01,10000,5.0,좋은 부모,가정/생활,2023-02-23
  1    ,챗GPT,반병현 (지은이) , 생능북스 ,2023-02-01,11000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  2    ,모던 자바스크립트 Deep Dive,이웅모 (지은이) , 위키북스 ,2021-01-01,31500,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  3    ,마케팅 설계자,"러셀 브런슨 (지은이), 이경식 (옮긴이) ", 윌북 ,2022-12-01,17360,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  4    ,진짜 쓰는 실무 엑셀,오빠두(전진권) (지은이) , 제이펍 ,2022-09-01,14700,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  5    ,AI 2041,"리카이푸, 천치우판 (지은이), 이현 (옮긴이) ", 한빛비즈 ,2023-01-01,20860,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  6    ,IT 5분 잡학사전,"니꼴라스, 배지현 (지은이) ", 이지스퍼블리싱 (주) ,2022-10-01,10000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  7    ,비전공자를 위한 이해할 수 있는 IT 지식,최원영 (지은이) , T.W.I.G(티더블유아이지)(주) ,2021-04-01,10800,4.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  8    ,면접을 위한 CS 전공지식 노트,주홍철 (지은이) , 길벗 ,2022-05-01,16800,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  9    ,이지패스 2023 ADsP 데이터분석 준전문가 (수험서 앱 제공),"전용문, 박현민 (지은이) ", 위키북스 ,2023-01-01,19600,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  10    ,Do it! 리액트 모던 웹 개발 with 타입스크립트,전예홍 (지은이) , 이지스퍼블리싱 (주) ,2023-01-01,28000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  11    ,혼자 공부하는 컴퓨터 구조 + 운영체제,강민철 (지은이) , 한빛미디어 ,2022-08-01,20160,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  12    ,러닝 타입스크립트,"조시 골드버그 (지은이), 고승원 (옮긴이) ", 한빛미디어 ,2023-01-01,18720,0.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  13    ,이펙티브 자바,"조슈아 블로크 (지은이), 개앞맵시 (옮긴이) ", 인사이트 ,2020-07-01,28000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  14    ,클린 코드 Clean Code,"로버트 C. 마틴 (지은이), 이해영, 박재호 (옮긴이) ", 인사이트 ,2020-08-01,26400,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  15    ,가상 면접 사례로 배우는 대규모 시스템 설계 기초,"알렉스 쉬 (지은이), 이병준 (옮긴이) ", 인사이트 ,2021-08-01,19200,4.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  16    ,혼자 해도 프로 작가처럼 잘 그리는 아이패드 드로잉 with 프로크리에이트,빨간고래(박정아) (지은이) , 한빛미디어 ,2022-06-01,15840,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  17    ,일 잘하는 디자이너,"시부야 료이치(파치파치 디자인) (지은이), 안동현 (옮긴이) ", 이지스퍼블리싱 ,2023-02-01,11000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  18    ,혼자 공부하는 파이썬,윤인성 (지은이) , 한빛미디어 ,2022-05-01,15840,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  19    ,"눈치껏 못 배웁니다, 일센스",공여사들 (지은이) , 21세기북스 ,2021-05-01,12800,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  20    ,Do it! 깡샘의 안드로이드 앱 프로그래밍 with 코틀린 (개정 2판),강성윤 (지은이) , 이지스퍼블리싱 ,2022-12-01,28000,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  21    ,한 권으로 읽는 컴퓨터 구조와 프로그래밍,"조너선 스타인하트 (지은이), 오현석 (옮긴이) ", 책만 ,2021-06-01,28000,4.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  22    ,Do it! 알고리즘 코딩 테스트 - 자바 편,김종관 (지은이) , 이지스퍼블리싱 (주) ,2022-04-01,22000,4.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  23    ,Real MySQL 8.0 1,"이성욱, 백은빈 (지은이) ", 위키북스 ,2021-12-01,22000,4.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  24    ,비전공자도 이해할 수 있는 AI 지식,"박상길 (지은이), 정진호 (그림) ", 반니 ,2022-08-01,13000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  25    ,혼자 공부하는 얄팍한 코딩 지식,고현민 (지은이) , 한빛미디어 ,2022-05-01,12960,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  26    ,이것이 자바다,신용권 (지은이) , 한빛미디어 ,2022-09-01,25920,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  27    ,혼자 공부하는 데이터 분석 with 파이썬,박해선 (지은이) , 한빛미디어 ,2023-01-01,18720,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  28    ,NGINX 쿡북,"데릭 디용기 (지은이), 노승헌 (옮긴이) ", 한빛미디어 ,2023-01-01,15120,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  29    ,실전에서 바로 쓰는 Next.js,"미셸 리바 (지은이), 박수현 (옮긴이) ", 한빛미디어 ,2023-02-01,20800,0.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  30    ,맛있는 디자인 프리미어 프로 & 애프터 이펙트 CC 2023,"윤성우, 김덕영, 심수진 (지은이) ", 한빛미디어 ,2023-02-01,19200,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  31    ,Do it! 스위프트로 아이폰 앱 만들기 입문,"송호정, 이범근 (지은이) ", 이지스퍼블리싱 ,2023-01-01,23000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  32    ,이것이 취업을 위한 코딩 테스트다 with 파이썬,나동빈 (지은이) , 한빛미디어 ,2020-09-01,24480,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  33    ,Do it! 점프 투 파이썬 -전면 개정판,박응용 (지은이) , 이지스퍼블리싱 ,2019-06-01,13000,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  34    ,객체지향의 사실과 오해,조영호 (지은이) , 위키북스 ,2021-07-01,15000,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  35    ,파이썬 알고리즘 인터뷰,"박상길 (지은이), 정진호 (그림) ", 책만 ,2020-10-01,30400,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  36    ,헤드 퍼스트 디자인 패턴,"케이시 시에라, 버트 베이츠, 엘리자베스 롭슨 (지은이) ", 한빛미디어 ,2022-04-01,25920,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  37    ,구글 엔지니어는 이렇게 일한다,"타이터스 윈터스, 톰 맨쉬렉, 하이럼 라이트 (지은이) ", 한빛미디어 ,2022-05-01,32400,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  38    ,프로그래머의 뇌,"펠리너 헤르만스 (지은이), 차건회 (옮긴이) ", 제이펍 ,2022-03-01,16800,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  39    ,도메인 주도 개발 시작하기,최범균 (지은이) , 한빛미디어 ,2022-04-01,20160,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  40    ,그림으로 이해하는 AWS 구조와 기술,"오가사와라 시게타카 (지은이), 성창규 (옮긴이) ", 길벗 ,2021-07-01,14400,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  41    ,실용주의 프로그래머 20주년 기념판,"데이비드 토머스, 앤드류 헌트 (지은이), 김창준 (감수) ", 인사이트 ,2022-03-01,26400,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  42    ,국내 최다 이모티콘 승인 작가 씨엠제이가 알려주는 승인율 99.9% 이모티콘 만들기,씨엠제이(최민정) (지은이) , 한빛미디어 ,2022-10-01,10800,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  43    ,Real MySQL 8.0 2,"이성욱, 백은빈 (지은이) ", 위키북스 ,2021-12-01,24000,4.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  44    ,네이버 블로그로 돈 벌기,김동석 (지은이) , 한빛미디어 ,2021-10-01,11520,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  45    ,Do it! BERT와 GPT로 배우는 자연어 처리 : 트랜스포머 핵심 원리와 허깅페이스 패키지 활용법,이기창 (지은이) , 이지스퍼블리싱 (주) ,2021-12-01,14000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  46    ,2023 유선배 SQL개발자(SQLD) 과외노트,정미나 (지은이) , 시대고시기획 ,2023-01-01,16100,0.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  47    ,인생 언리얼 교과서,"이영호, 박원석, 박현상 (지은이) ", 성안당 ,2022-07-01,47200,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  48    ,두들낙서의 C/C++ 한꺼번에 배우기,최지훈 (지은이) , 위키북스 ,2023-02-01,18900,0.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  49    ,퍼포먼스 마케팅 첫걸음 : 취업부터 실무까지,이다혜 (지은이) , 비제이퍼블릭 ,2023-02-01,22000,0.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  50    ,혼자 공부하는 머신러닝 + 딥러닝,박해선 (지은이) , 한빛미디어 ,2020-12-01,18720,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  51    ,클린 아키텍처,"로버트 C. 마틴 (지은이), 송준이 (옮긴이) ", 인사이트 ,2020-07-01,22000,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  52    ,리액트를 다루는 기술(개정판),김민준 (지은이) , 길벗 ,2019-09-01,29400,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  53    ,Do it! HTML+CSS+자바스크립트 웹 표준의 정석,고경희 (지은이) , 이지스퍼블리싱 (주) ,2021-01-01,19000,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  54    ,혼자 공부하는 SQL,우재남 (지은이) , 한빛미디어 ,2021-11-01,17280,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  55    ,된다! 하루 5분 노션 활용법,이다슬 (지은이) , 이지스퍼블리싱 (주) ,2022-01-01,9500,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  56    ,혼자 공부하는 자바,신용권 (지은이) , 한빛미디어 ,2021-07-01,17280,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  57    ,코어 자바스크립트,정재남 (지은이) , 위키북스 ,2020-02-01,15400,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  58    ,Do it! 쉽게 배우는 R 데이터 분석,김영우 (지은이) , 이지스퍼블리싱 (주) ,2017-07-01,14000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  59    ,핸즈온 머신러닝 (2판),"오렐리앙 제롱 (지은이), 박해선 (옮긴이) ", 한빛미디어 ,2020-05-01,39600,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  60    ,진짜 하루만에 끝내는 이모티콘,정오목 (지은이) , T.W.I.G(티더블유아이지)(주) ,2021-12-01,9900,4.5,좋은 부모,컴퓨터/인터넷,2023-02-23
  61    ,오토캐드 40시간 완성,신동진 (지은이) , 피앤피북 ,2021-04-01,8900,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  62    ,HTTP 완벽 가이드,"데이빗 고울리, 브라이언 토티, 마조리 세이어 (지은이) ", 인사이트 ,2022-05-01,31200,4.0,좋은 부모,컴퓨터/인터넷,2023-02-23
  63    ,Do it! C 언어 입문,김성엽 (지은이) , 이지스퍼블리싱 (주) ,2017-01-01,16500,5.0,좋은 부모,컴퓨터/인터넷,2023-02-23
